tf	tg	regtype	source	evidence
pgrr	ymjd	-	[bpp, gea, igi]	strong	
phob	adic	+	[gea]	weak	
phob	amn	+	[aibscs, gea]	weak	
phob	argp	+	[gea, hibscs]	weak	
phob	asr	+	[bce, gea, hibscs]	weak	
phob	cra	-	[gea]	weak	
phob	cusa	+	[bpp, gea, hibscs]	strong	
phob	cusb	+	[bpp, gea, hibscs]	strong	
phob	cusc	+	[bpp, gea, hibscs]	strong	
phob	cusf	+	[bpp, gea, hibscs]	strong	
phob	cusr	+	[bpp, gea, hibscs]	strong	
phob	cuss	+	[bpp, gea, hibscs]	strong	
phob	eda	-	[bpp, gea, hibscs]	strong	
phob	fear	-	[bpp, gea, hibscs]	strong	
phob	gadw	+	[gea]	weak	
phob	gadx	+	[gea]	weak	
phob	mipa	+	[bpp, gea, hibscs]	strong	
phob	ompf	+	[gea]	weak	
phob	phnc	+	[bpp, gea, hibscs]	strong	
phob	phnd	+	[bpp, gea, hibscs]	strong	
phob	phne_1	+	[bpp, gea, hibscs]	strong	
phob	phne_2	+	[bpp, gea, hibscs]	strong	
phob	phnf	+	[bpp, gea, hibscs]	strong	
phob	phng	+	[bpp, gea, hibscs]	strong	
phob	phnh	+	[bpp, gea, hibscs]	strong	
phob	phni	+	[bpp, gea, hibscs]	strong	
phob	phnj	+	[bpp, gea, hibscs]	strong	
phob	phnk	+	[bpp, gea, hibscs]	strong	
phob	phnl	+	[bpp, gea, hibscs]	strong	
phob	phnm	+	[bpp, gea, hibscs]	strong	
phob	phnn	+	[bpp, gea, hibscs]	strong	
phob	phno	+	[bpp, gea, hibscs]	strong	
phob	phnp	+	[bpp, gea, hibscs]	strong	
phob	phoa	+	[bce, gea, sm]	weak	
phob	phob	+	[bpp, gea, hibscs]	strong	
phob	phoe	+	[bce, gea, sm]	weak	
phob	phoh	+	[bpp, gea, hibscs]	strong	
phob	phoq	+	[gea]	weak	
phob	phor	+	[bpp, gea, hibscs]	strong	
phob	phou	+	[bce, gea, hibscs, sm]	weak	
phob	pitb	-	[imp]	weak	
phob	prpr	-	[bpp, gea, hibscs]	strong	
phob	psie	+	[bpp, gea, hibscs]	strong	
phob	psif	+	[bce, gea, sm]	weak	
phob	psta	+	[bce, gea, hibscs, sm]	weak	
phob	pstb	+	[bce, gea, hibscs, sm]	weak	
phob	pstc	+	[bce, gea, hibscs, sm]	weak	
phob	psts	+	[bce, gea, hibscs, sm]	weak	
phob	sbcc	-	[bpp, gea, hibscs]	strong	
phob	sbcd	-	[bpp, gea, hibscs]	strong	
phob	tktb	+	[gea]	weak	
phob	ugpa	+	[bpp, gea, hibscs]	strong	
phob	ugpa	-	[bpp, gea, hibscs]	strong	
phob	ugpb	+	[bpp, gea, hibscs]	strong	
phob	ugpb	-	[bpp, gea, hibscs]	strong	
phob	ugpc	+	[bpp, gea, hibscs]	strong	
phob	ugpc	-	[bpp, gea, hibscs]	strong	
phob	ugpe	+	[bpp, gea, hibscs]	strong	
phob	ugpe	-	[bpp, gea, hibscs]	strong	
phob	ugpq	+	[bpp, gea, hibscs]	strong	
phob	ugpq	-	[bpp, gea, hibscs]	strong	
phob	waah	+	[aibscs, gea]	weak	
phob	ydfh	+	[bpp, gea, hibscs]	strong	
phob	yedx	+	[bpp, gea, hibscs]	strong	
phob	yegh	+	[bpp, gea, hibscs]	strong	
phob	yhjc	+	[bpp, gea, hibscs]	strong	
phop	acra	-	[gea]	weak	
phop	acrb	-	[gea]	weak	
phop	argd	-	[aibscs, gea]	weak	
phop	bord	+	[bpp, hibscs]	strong	
phop	cysb	+	[aibscs, hibscs]	weak	
phop	dcud	-	[aibscs, gea]	weak	
phop	fadl	+	[aibscs, gea]	weak	
phop	gade	+	[gea, hibscs]	weak	
phop	gadf	+	[gea, hibscs]	weak	
phop	gadw	+	[bpp, gea, hibscs]	strong	
phop	glga	+	[aibscs, gea]	weak	
phop	glgb	+	[aibscs, gea]	weak	
phop	glgc	+	[aibscs, gea]	weak	
phop	glgp	+	[aibscs, gea]	weak	
phop	glgx	+	[aibscs, gea]	weak	
phop	hdea	+	[bpp, gea, hibscs]	strong	
phop	hdeb	+	[bpp, gea, hibscs]	strong	
phop	hded	+	[bpp, gea, hibscs]	strong	
phop	heml	+	[bpp, gea, hibscs]	strong	
phop	iram	+	[bpp, gea, hibscs]	strong	
phop	mals	+	[aibscs, gea]	weak	
phop	metb	+	[aibscs, gea]	weak	
phop	metl	+	[aibscs, gea]	weak	
phop	mgrb	+	[bpp, gea, hibscs]	strong	
phop	mgrr	+	[gea, hibscs]	weak	
phop	mgta	+	[bpp, gea, hibscs, sm]	strong	
phop	mgtl	+	[bpp, gea, hibscs, sm]	strong	
phop	naga	+	[bpp, gea, hibscs]	strong	
phop	ompt	+	[gea, hibscs]	weak	
phop	pagp	+	[gea, hibscs]	weak	
phop	phop	+	[aibscs, bpp, gea, hibscs]	weak	
phop	phop	-	[aibscs, bpp, gea, hibscs]	weak	
phop	phoq	+	[aibscs, bpp, gea, hibscs]	weak	
phop	phoq	-	[aibscs, bpp, gea, hibscs]	weak	
phop	purd	+	[aibscs, gea]	weak	
phop	purh	+	[aibscs, gea]	weak	
phop	rsta	+	[aibscs, bpp, gea, hibscs]	weak	
phop	rstb	+	[aibscs, bpp, gea, hibscs]	weak	
phop	ruta	+	[aibscs, gea]	weak	
phop	rutb	+	[aibscs, gea]	weak	
phop	rutc	+	[aibscs, gea]	weak	
phop	rutd	+	[aibscs, gea]	weak	
phop	rute	+	[aibscs, gea]	weak	
phop	rutf	+	[aibscs, gea]	weak	
phop	rutg	+	[aibscs, gea]	weak	
phop	safa	-	[gea, hibscs, sm]	weak	
phop	slyb	+	[bpp, gea, hibscs]	strong	
phop	slyb	-	[bpp, gea, hibscs]	strong	
phop	tolc	+	[gea, hibscs]	weak	
phop	trer	-	[bpp, gea, hibscs, sm]	strong	
phop	ybjg	+	[gea, hibscs]	weak	
phop	ydeo	-	[gea, hibscs, sm]	weak	
phop	ydep	-	[gea, hibscs]	weak	
phop	ygia	+	[gea, hibscs]	weak	
phop	ygib	+	[gea, hibscs]	weak	
phop	ygic	+	[gea, hibscs]	weak	
phop	yhid	+	[bpp, gea, hibscs]	strong	
phop	ynem	+	[gea, hibscs]	weak	
phop	yrbl	+	[aibscs, bpp, gea, hibscs]	weak	
prpr	prpb	+	[gea, hibscs]	weak	
prpr	prpc	+	[gea, hibscs]	weak	
prpr	prpd	+	[gea, hibscs]	weak	
prpr	prpe	+	[gea, hibscs]	weak	
prpr	prpr	-	[gea, hibscs]	weak	
pspf	pspa	+	[bce, bpp, gea]	weak	
pspf	pspb	+	[bce, bpp, gea]	weak	
pspf	pspc	+	[bce, bpp, gea]	weak	
pspf	pspd	+	[bce, bpp, gea]	weak	
pspf	pspe	+	[bce, bpp, gea]	weak	
pspf	pspf	-	[bce, bpp, gea]	weak	
pspf	pspg	+	[bpp, gea, ica]	strong	
purr	cara	-	[aibscs, bpp, gea]	weak	
purr	carb	-	[aibscs, bpp, gea]	weak	
purr	coda	-	[aibscs, gea, hibscs]	weak	
purr	codb	-	[aibscs, gea, hibscs]	weak	
purr	cvpa	-	[bce, bpp, gea, hibscs, sm]	weak	
purr	gcvh	-	[aibscs, gea, hibscs]	weak	
purr	gcvp	-	[aibscs, gea, hibscs]	weak	
purr	gcvt	-	[aibscs, gea, hibscs]	weak	
purr	glnb	-	[bce, gea, hibscs]	weak	
purr	glya	-	[aibscs, bpp, gea, hibscs, sm]	weak	
purr	guaa	-	[aibscs, bce, gea]	weak	
purr	guab	-	[aibscs, bce, gea]	weak	
purr	hfld	-	[aibscs, bpp, gea, hibscs]	weak	
purr	prs	-	[bce, gea, hibscs]	weak	
purr	pura	-	[bpp, gea, hibscs]	strong	
purr	purb	-	[aibscs, bpp, gea, hibscs]	weak	
purr	purc	-	[aibscs, bpp, gea, hibscs]	weak	
purr	purd	-	[aibscs, bpp, gea, hibscs]	weak	
purr	pure	-	[aibscs, bce, gea, hibscs]	weak	
purr	purf	-	[bce, bpp, gea, hibscs, sm]	weak	
purr	purh	-	[aibscs, bpp, gea, hibscs]	weak	
purr	purk	-	[aibscs, bce, gea, hibscs]	weak	
purr	purl	-	[aibscs, bce, gea, hibscs]	weak	
purr	purm	-	[aibscs, gea, hibscs, sm]	weak	
purr	purn	-	[aibscs, gea, hibscs, sm]	weak	
purr	purr	-	[bce, bpp, gea, hibscs, sm]	weak	
purr	pyrc	-	[bpp, gea, hibscs, sm]	strong	
purr	pyrd	-	[aibscs, bce, gea, hibscs]	weak	
purr	spea	-	[bce, gea, hibscs]	weak	
purr	speb	-	[bce, gea, hibscs]	weak	
purr	ubix	-	[bce, bpp, gea, hibscs, sm]	weak	
puta	puta	-	[bpp, gea, sm]	strong	
puta	putp	-	[bpp, gea, sm]	strong	
puur	puua	-	[bpp, gea, ic, sm]	strong	
puur	puub	-	[bpp, gea, ic, sm]	strong	
puur	puuc	-	[bpp, gea, ic, sm]	strong	
puur	puud	-	[bpp, gea, ic, sm]	strong	
puur	puue	-	[bpp, gea, ic, sm]	strong	
puur	puup	-	[bpp, gea, ic, sm]	strong	
puur	puur	-	[bpp, gea, ic, sm]	strong	
qseb	flhc	+	[gea]	weak	
qseb	flhd	+	[gea]	weak	
qseb	qseb	+	[bpp, gea]	strong	
qseb	qsec	+	[bpp, gea]	strong	
rbsr	add	+	[aibscs, bpp, gea]	weak	
rbsr	purd	-	[aibscs, bpp, gea]	weak	
rbsr	purh	-	[aibscs, bpp, gea]	weak	
rbsr	rbsa	-	[aibscs, bpp, gea]	weak	
rbsr	rbsb	-	[aibscs, bpp, gea]	weak	
rbsr	rbsc	-	[aibscs, bpp, gea]	weak	
rbsr	rbsd	-	[aibscs, bpp, gea]	weak	
rbsr	rbsk	-	[aibscs, bpp, gea]	weak	
rbsr	rbsr	-	[aibscs, bpp, gea]	weak	
rcda	asr	+	[bpp, gea, ic]	strong	
rcda	bluf	+	[bpp, gea, hibscs]	strong	
rcda	csgd	+	[bpp, gea, ic]	strong	
rcda	csge	+	[bpp, gea, ic]	strong	
rcda	csgf	+	[bpp, gea, ic]	strong	
rcda	csgg	+	[bpp, gea, ic]	strong	
rcda	sula	-	[bpp, gea, hibscs]	strong	
rcda	yagk	-	[bpp]	strong	
rcda	ydei	+	[bpp, gea]	strong	
rclr	rcla	+	[bpp, gea]	strong	
rclr	rclb	+	[bpp, gea]	strong	
rclr	rclc	+	[bpp, gea]	strong	
rcnr	rcna	-	[bpp, gea]	strong	
rcnr	rcnb	-	[bpp, gea]	strong	
rcnr	rcnr	-	[bpp, gea]	strong	
rcsab	csgd	-	[gea]	weak	
rcsab	csge	-	[gea]	weak	
rcsab	csgf	-	[gea]	weak	
rcsab	csgg	-	[gea]	weak	
rcsab	flhc	-	[bpp, gea, sm]	strong	
rcsab	flhd	-	[bpp, gea, sm]	strong	
rcsab	rcsa	+	[aibscs, bce, bpp, gea, sm]	weak	
rcsab	wcaa	+	[aibscs, bpp, gea, sm]	weak	
rcsab	wcab	+	[aibscs, bpp, gea, sm]	weak	
rcsab	wza	+	[aibscs, bpp, gea, sm]	weak	
rcsab	wzb	+	[aibscs, bpp, gea, sm]	weak	
rcsab	wzc	+	[aibscs, bpp, gea, sm]	weak	
rcsab	yjbe	+	[gea, hibscs]	weak	
rcsab	yjbf	+	[gea, hibscs]	weak	
rcsab	yjbg	+	[gea, hibscs]	weak	
rcsab	yjbh	+	[gea, hibscs]	weak	
rcsb	bdm	+	[bpp, gea]	strong	
rcsb	ftsa	+	[gea, hibscs, sm]	weak	
rcsb	ftsz	+	[gea, hibscs, sm]	weak	
rcsb	gada	-	[bpp, gea, ihbce, sm]	strong	
rcsb	gadb	+	[gea, hibscs]	weak	
rcsb	gadc	+	[gea, hibscs]	weak	
rcsb	gadx	-	[bpp, gea, ihbce, sm]	strong	
rcsb	gady	+	[gea]	weak	
rcsb	hdea	+	[gea]	weak	
rcsb	hdeb	+	[gea]	weak	
rcsb	hded	+	[gea]	weak	
rcsb	lola	+	[gea, hibscs]	weak	
rcsb	osmb	+	[gea, hibscs]	weak	
rcsb	osmc	+	[bpp, gea, sm]	strong	
rcsb	rara	+	[gea, hibscs]	weak	
rcsb	rpoe	+	[bpp, hibscs, sm]	strong	
rcsb	rpra	+	[gea, hibscs, sm]	weak	
rcsb	rsea	+	[bpp, hibscs, sm]	strong	
rcsb	rseb	+	[bpp, hibscs, sm]	strong	
rcsb	rsec	+	[bpp, hibscs, sm]	strong	
rcsb	safa	+	[gea]	weak	
rcsb	sra	+	[bpp, gea]	strong	
rcsb	ydeo	+	[gea]	weak	
rcsb	ydep	+	[bpp, gea]	strong	
rcsb	yhid	+	[gea]	weak	
rcsb-bglj	bglb	+	[aibscs, gea, hibscs, sm]	weak	
rcsb-bglj	bglf	+	[aibscs, gea, hibscs, sm]	weak	
rcsb-bglj	bglg	+	[aibscs, gea, hibscs, sm]	weak	
rcsb-bglj	leuo	+	[gea, hibscs, sm]	weak	
rcsb-bglj	molr_1	+	[aibscs, gea]	weak	
rcsb-bglj	sfsb	+	[aibscs, gea]	weak	
rcsb-bglj	yect	+	[aibscs, gea]	weak	
rcsb-bglj	ygiz	+	[aibscs, gea]	weak	
rcsb-bglj	yidl	+	[aibscs, gea]	weak	
rcsb-bglj	ykia	+	[aibscs, gea]	weak	
rcsb-bglj	ynba	+	[aibscs, gea]	weak	
rcsb-bglj	ynbb	+	[aibscs, gea]	weak	
rcsb-bglj	ynbc	+	[aibscs, gea]	weak	
rcsb-bglj	ynbd	+	[aibscs, gea]	weak	
rcsb-bglj	ynji	+	[aibscs, gea]	weak	
rcsb-bglj	yqhg	+	[aibscs, gea]	weak	
relb	hokd	-	[bpp, gea, hibscs]	strong	
relb	relb	-	[bpp, gea, hibscs]	strong	
relb	rele	-	[bpp, gea, hibscs]	strong	
relb-rele	hokd	-	[bpp, gea, hibscs]	strong	
relb-rele	relb	-	[bpp, gea, hibscs]	strong	
relb-rele	rele	-	[bpp, gea, hibscs]	strong	
rhar	rhar	+	[bce, bpp, gea, hibscs]	weak	
rhar	rhas	+	[bce, bpp, gea, hibscs]	weak	
rhas	rhaa	+	[bce, bpp, gea, hibscs, sm]	weak	
rhas	rhab	+	[bce, bpp, gea, hibscs, sm]	weak	
rhas	rhad	+	[bce, bpp, gea, hibscs, sm]	weak	
rhas	rhar	+	[bpp, gea]	strong	
rhas	rhar	?	[bpp, hibscs]	strong	
rhas	rhas	+	[bpp, gea]	strong	
rhas	rhas	?	[bpp, hibscs]	strong	
rhas	rhat	+	[aibscs, bpp, gea, hibscs, sm]	weak	
rhas	rhat	?	[bpp, hibscs]	strong	
rob	acna	+	[gea, hibscs]	weak	
rob	acra	+	[bpp, gea]	strong	
rob	acrb	+	[bpp, gea]	strong	
rob	acrz	+	[gea, ihbce]	weak	
rob	aslb	+	[gea]	weak	
rob	fumc	+	[bpp, gea, iep]	strong	
rob	inaa	+	[bpp, gea, hibscs]	strong	
rob	ldtb	+	[gea]	weak	
rob	mara	+	[bpp, gea, hibscs, sm]	strong	
rob	marb	+	[bpp, gea, hibscs, sm]	strong	
rob	marr	+	[bpp, gea, hibscs, sm]	strong	
rob	micf	+	[bpp, gea, hibscs]	strong	
rob	mltf	+	[gea]	weak	
rob	nfo	+	[gea, hibscs]	weak	
rob	nfsa	+	[gea, hibscs]	weak	
rob	nfsb	+	[gea, hibscs]	weak	
rob	rimk	+	[gea, hibscs]	weak	
rob	rob	-	[bpp, gea, hibscs]	strong	
rob	soda	+	[hibscs]	weak	
rob	tolc	+	[aibscs, gea]	weak	
rob	ybjc	+	[gea, hibscs]	weak	
rob	ybjn	+	[gea, hibscs]	weak	
rob	ygia	+	[aibscs, gea]	weak	
rob	ygib	+	[aibscs, gea]	weak	
rob	ygic	+	[aibscs, gea]	weak	
rob	zwf	+	[bpp]	strong	
rsta	asr	+	[bpp, gea, hibscs]	strong	
rsta	csgd	-	[bpp, gea, hibscs]	strong	
rsta	csge	-	[bpp, gea, hibscs]	strong	
rsta	csgf	-	[bpp, gea, hibscs]	strong	
rsta	csgg	-	[bpp, gea, hibscs]	strong	
rsta	narg	+	[hibscs]	weak	
rsta	narh	+	[hibscs]	weak	
rsta	nari	+	[hibscs]	weak	
rsta	narj	+	[hibscs]	weak	
rsta	ompf	-	[hibscs, ntas]	weak	
rtcr	rtca	+	[gea]	weak	
rtcr	rtcb	+	[gea]	weak	
rutr	cara	+	[aibscs, bpp, gea, sm]	weak	
rutr	carb	+	[aibscs, bpp, gea, sm]	weak	
rutr	fepb	-	[aibscs, bpp, gea]	weak	
rutr	gadw	-	[bpp, gea]	strong	
rutr	gadx	-	[bpp, gea]	strong	
rutr	gloa	-	[aibscs, bpp, gea]	weak	
rutr	nema	-	[aibscs, bpp, gea]	weak	
rutr	nemr	-	[aibscs, bpp, gea]	weak	
rutr	pder	-	[gea]	weak	
rutr	ruta	-	[aibscs, bpp, gea, sm]	weak	
rutr	rutb	-	[aibscs, bpp, gea, sm]	weak	
rutr	rutc	-	[aibscs, bpp, gea, sm]	weak	
rutr	rutd	-	[aibscs, bpp, gea, sm]	weak	
rutr	rute	-	[aibscs, bpp, gea, sm]	weak	
rutr	rutf	-	[aibscs, bpp, gea, sm]	weak	
rutr	rutg	-	[aibscs, bpp, gea, sm]	weak	
rutr	rutr	-	[aibscs, bpp, gea, sm]	weak	
sdia	ftsa	-	[bpp, gea]	strong	
sdia	ftsq	+	[bpp, gea]	strong	
sdia	ftsq	-	[bpp, gea]	strong	
sdia	ftsz	-	[bpp, gea]	strong	
sdia	gadw	+	[gea]	weak	
sdia	ydiv	+	[aibscs, bpp, gea]	weak	
sgrr	alac	+	[gea, hibscs, sm]	weak	
sgrr	seta	+	[bpp, gea, hibscs, sm]	strong	
sgrr	sgrr	-	[bpp, gea, hibscs, sm]	strong	
sgrr	sgrs	+	[bpp, gea, hibscs, sm]	strong	
sgrr	sgrt	+	[bpp, gea, hibscs, sm]	strong	
sgrr	sroa	-	[bpp, gea, hibscs, sm]	strong	
sgrr	tbpa	-	[bpp, gea, hibscs, sm]	strong	
sgrr	thip	-	[bpp, gea, hibscs, sm]	strong	
sgrr	thiq	-	[bpp, gea, hibscs, sm]	strong	
slya	hlye	+	[bpp, gea]	strong	
soxr	fumc	+	[bpp, gea]	strong	
soxr	soxr	-	[bpp, gea]	strong	
soxr	soxs	+	[bpp, gea]	strong	
soxs	acna	+	[bpp, gea, hibscs]	strong	
soxs	acra	+	[bpp, gea, hibscs]	strong	
soxs	acrb	+	[bpp, gea, hibscs]	strong	
soxs	acrz	+	[gea, ihbce]	weak	
soxs	flda	+	[bpp, gea, hibscs]	strong	
soxs	fldb	+	[gea, hibscs]	weak	
soxs	fpr	+	[bpp, gea, hibscs]	strong	
soxs	fumc	+	[bpp, gea]	strong	
soxs	fur	+	[bpp, gea, hibscs]	strong	
soxs	inaa	+	[bpp, gea, hibscs]	strong	
soxs	mara	+	[bpp, gea, hibscs]	strong	
soxs	marb	+	[bpp, gea, hibscs]	strong	
soxs	marr	+	[bpp, gea, hibscs]	strong	
soxs	micf	+	[bce, bpp]	weak	
soxs	nfo	+	[bce, gea, hibscs]	weak	
soxs	nfsa	+	[bpp, gea, hibscs]	strong	
soxs	nfsb	+	[bpp, gea, hibscs]	strong	
soxs	ompn	+	[bpp, gea, hibscs, sm]	strong	
soxs	pgi	+	[gea, hibscs]	weak	
soxs	poxb	+	[gea, hibscs]	weak	
soxs	pqia	+	[bpp, gea, hibscs, sm]	strong	
soxs	pqib	+	[bpp, gea, hibscs, sm]	strong	
soxs	ptsg	+	[bpp, gea, hibscs]	strong	
soxs	riba	+	[bpp, gea, hibscs]	strong	
soxs	rimk	+	[bpp, gea, hibscs]	strong	
soxs	rob	-	[bpp, hibscs]	strong	
soxs	soda	+	[bce, bpp, gea, hibscs]	weak	
soxs	soxs	-	[bpp, gea]	strong	
soxs	tolc	+	[aibscs, gea]	weak	
soxs	uof	+	[bpp, gea, hibscs]	strong	
soxs	waay	+	[bpp, gea, hibscs]	strong	
soxs	waaz	+	[bpp, gea, hibscs]	strong	
soxs	ybjc	+	[bpp, gea, hibscs]	strong	
soxs	ybjn	+	[bpp, gea, hibscs]	strong	
soxs	ydbk	+	[bpp, gea, hibscs, sm]	strong	
soxs	ygia	+	[aibscs, gea]	weak	
soxs	ygib	+	[aibscs, gea]	weak	
soxs	ygic	+	[aibscs, gea]	weak	
soxs	zint	+	[gea]	weak	
soxs	zwf	+	[bpp, gea, hibscs, sm]	strong	
stpa	bglb	-	[gea]	weak	
stpa	bglf	-	[gea]	weak	
stpa	bglg	-	[gea]	weak	
stpa	fau	-	[bpp, gea]	strong	
stpa	leuo	-	[gea]	weak	
stpa	ssrs	-	[bpp, gea]	strong	
stpa	stpa	-	[gea]	weak	
sutr	cyse	-	[bpp, gea]	strong	
sutr	flia	-	[aibscs, bpp, gea]	weak	
sutr	fliz	-	[aibscs, bpp, gea]	weak	
sutr	sutr	+	[bpp, gea, hibscs]	strong	
sutr	sutr	-	[bpp, gea, hibscs]	strong	
sutr	tcyj	-	[aibscs, bpp, gea]	weak	
tdca	tdca	+	[bce, gea, sm]	weak	
tdca	tdcb	+	[bce, gea, sm]	weak	
tdca	tdcc	+	[bce, gea, sm]	weak	
tdca	tdcd	+	[bce, gea, sm]	weak	
tdca	tdce	+	[bce, gea, sm]	weak	
tdca	tdcf	+	[bce, gea, sm]	weak	
tdca	tdcg	+	[bce, gea, sm]	weak	
tdcr	tdca	+	[bce, sm]	weak	
tdcr	tdcb	+	[bce, sm]	weak	
tdcr	tdcc	+	[bce, sm]	weak	
tdcr	tdcd	+	[bce, sm]	weak	
tdcr	tdce	+	[bce, sm]	weak	
tdcr	tdcf	+	[bce, sm]	weak	
tdcr	tdcg	+	[bce, sm]	weak	
torr	gada	-	[aibscs, gea]	weak	
torr	gadx	-	[aibscs, gea]	weak	
torr	hdea	+	[aibscs, gea]	weak	
torr	hdeb	+	[aibscs, gea]	weak	
torr	tnaa	+	[bpp, gea]	strong	
torr	tnab	+	[bpp, gea]	strong	
torr	tnac	+	[bpp, gea]	strong	
torr	tora	+	[bce, bpp, gea, hibscs, sm]	weak	
torr	torc	+	[bce, bpp, gea, hibscs, sm]	weak	
torr	tord	+	[bce, bpp, gea, hibscs, sm]	weak	
torr	torr	-	[bce, bpp, gea, hibscs, sm]	weak	
torr	yhid	+	[aibscs, gea]	weak	
trer	treb	-	[bpp, gea, hibscs]	strong	
trer	trec	-	[bpp, gea, hibscs]	strong	
trpr	aroh	-	[bpp, gea, hibscs]	strong	
trpr	arol	-	[bpp, gea, hibscs, sm]	strong	
trpr	arom	-	[bpp, gea, hibscs, sm]	strong	
trpr	mtr	-	[bpp, gea, hibscs]	strong	
trpr	trpa	-	[bpp, gea, hibscs, sm]	strong	
trpr	trpb	-	[bpp, gea, hibscs, sm]	strong	
trpr	trpc	-	[bpp, gea, hibscs, sm]	strong	
trpr	trpd	-	[bpp, gea, hibscs, sm]	strong	
trpr	trpe	-	[bpp, gea, hibscs, sm]	strong	
trpr	trpl	-	[bpp, gea, hibscs, sm]	strong	
trpr	trpr	-	[bpp, gea, hibscs]	strong	
trpr	yaia	-	[bpp, gea, hibscs, sm]	strong	
tyrr	arof	-	[gea, hibscs, sm]	weak	
tyrr	arog	-	[bpp, hibscs, sm]	strong	
tyrr	arol	-	[bpp, gea, sm]	strong	
tyrr	arom	-	[bpp, gea, sm]	strong	
tyrr	arop	-	[bpp, gea, hibscs, sm]	strong	
tyrr	fola	+	[bpp, gea, hibscs, sm]	strong	
tyrr	mtr	+	[bpp, gea, hibscs, sm]	strong	
tyrr	tyra	-	[gea, hibscs, sm]	weak	
tyrr	tyrb	-	[bpp, gea, hibscs, sm]	strong	
tyrr	tyrp	+	[bce, bpp, gea, sm]	weak	
tyrr	tyrp	-	[bce, bpp, gea, sm]	weak	
tyrr	tyrr	-	[gea, hibscs]	weak	
tyrr	yaia	-	[bpp, gea, sm]	strong	
uhpa	uhpt	+	[bce, bpp, gea, sm]	weak	
uidr	uida	-	[gea]	weak	
uidr	uidb	-	[gea]	weak	
uidr	uidc	-	[gea]	weak	
uidr	uidr	-	[gea]	weak	
ular	ulaa	-	[bpp, gea, sm]	strong	
ular	ulab	-	[bpp, gea, sm]	strong	
ular	ulac	-	[bpp, gea, sm]	strong	
ular	ulad	-	[bpp, gea, sm]	strong	
ular	ulae	-	[bpp, gea, sm]	strong	
ular	ulaf	-	[bpp, gea, sm]	strong	
ular	ulag	-	[bpp, gea]	strong	
uvry	csrb	+	[bpp, gea]	strong	
uvry	csrc	+	[bpp, gea]	strong	
uvry	luxs	+	[bpp, gea]	strong	
uvry	uhpt	+	[bpp, gea]	strong	
uvry	ydep	+	[bpp, gea]	strong	
uxur	exur	-	[hibscs]	weak	
uxur	gntp	-	[bpp, gea, hibscs, sm]	strong	
uxur	lgor	-	[bpp, gea]	strong	
uxur	uida	-	[gea, hibscs]	weak	
uxur	uidb	-	[gea, hibscs]	weak	
uxur	uidc	-	[gea, hibscs]	weak	
uxur	uxua	-	[bpp, gea, hibscs, sm]	strong	
uxur	uxub	-	[bpp, gea, hibscs, sm]	strong	
uxur	uxur	-	[aibscs, gea]	weak	
xapr	xapa	+	[gea, hibscs]	weak	
xapr	xapb	+	[gea, hibscs]	weak	
xylr	arac	-	[aibscs, bpp, gea]	weak	
xylr	xyla	+	[bpp, gea, hibscs]	strong	
xylr	xylb	+	[bpp, gea, hibscs]	strong	
xylr	xylf	+	[bpp, gea, hibscs]	strong	
xylr	xylg	+	[bpp, gea, hibscs]	strong	
xylr	xylh	+	[bpp, gea, hibscs]	strong	
xylr	xylr	+	[bpp, gea, hibscs]	strong	
ydeo	appa	+	[bpp, gea, ihbce]	strong	
ydeo	appb	+	[bpp, gea, ihbce]	strong	
ydeo	appc	+	[bpp, gea, ihbce]	strong	
ydeo	appx	+	[bpp, gea, ihbce]	strong	
ydeo	dctr	+	[bpp, gea, ihbce]	strong	
ydeo	gade	+	[bpp, gea, ihbce]	strong	
ydeo	gadf	+	[bpp, gea, ihbce]	strong	
ydeo	gadw	+	[bpp, gea, ihbce]	strong	
ydeo	hyaa	+	[bpp, gea, ihbce]	strong	
ydeo	hyab	+	[bpp, gea, ihbce]	strong	
ydeo	hyac	+	[bpp, gea, ihbce]	strong	
ydeo	hyad	+	[bpp, gea, ihbce]	strong	
ydeo	hyae	+	[bpp, gea, ihbce]	strong	
ydeo	hyaf	+	[bpp, gea, ihbce]	strong	
ydeo	mdte	+	[bpp, gea]	strong	
ydeo	mdtf	+	[bpp, gea]	strong	
ydeo	safa	-	[gea]	weak	
ydeo	slp	+	[bpp, gea, ihbce]	strong	
ydeo	uspd	+	[bpp, gea, ihbce]	strong	
ydeo	ydeo	-	[gea]	weak	
ydeo	yiis	+	[bpp, gea, ihbce]	strong	
yedw	cusa	+	[hibscs]	weak	
yedw	cusb	+	[hibscs]	weak	
yedw	cusc	+	[hibscs]	weak	
yedw	cusf	+	[hibscs]	weak	
yedw	cusr	+	[hibscs]	weak	
yedw	cuss	+	[hibscs]	weak	
yedw	cyoa	-	[gea, hibscs]	weak	
yedw	cyob	-	[gea, hibscs]	weak	
yedw	cyoc	-	[gea, hibscs]	weak	
yedw	cyod	-	[gea, hibscs]	weak	
yedw	cyoe	-	[gea, hibscs]	weak	
yedw	yedx	+	[bpp, gea, hibscs]	strong	
yefm	yefm	-	[bpp, gea, hibscs]	strong	
yefm	yoeb	-	[bpp, gea, hibscs]	strong	
yefm-yoeb	yefm	-	[bpp, gea, hibscs]	strong	
yefm-yoeb	yoeb	-	[bpp, gea, hibscs]	strong	
yeht	yjiy	+	[bpp, gea, sm]	strong	
yeil	yeil	+	[gea]	weak	
